zone,zone_kind,bin_start,zone_lat,zone_lon,predicted_violations,risk,priority_score,congestion_index,est_capacity_reduction_pct,pcu_load,forecast_window_start
GRID_13.02_77.68,grid,2024-04-09,13.021293980600309,77.678451684,0.012432122,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_13.02_77.7,grid,2024-04-09,13.019017966666667,77.70327020606061,0.010604035,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.03_77.51,grid,2024-04-09,13.02768305625,77.51170503541667,0.030548671,Low,0.1,0.2,0.1,0.04,2024-04-09
GRID_13.01_77.65,grid,2024-04-09,13.012424333333334,77.64761071111111,0.021552337,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_13.01_77.48,grid,2024-04-09,13.008380247368422,77.48426412105263,0.010823276,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.9_77.71,grid,2024-04-09,12.901306787096773,77.70898097419355,0.0034395216,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.01_77.6,grid,2024-04-09,13.010869284210527,77.59516337894738,0.010823276,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.01_77.5,grid,2024-04-09,13.012190075,77.50482872500001,0.019691829,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.9_77.61,grid,2024-04-09,12.898062058823529,77.60645880588235,0.013668783,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_12.9_77.57,grid,2024-04-09,12.897539490123751,77.5711119340369,0.012961587,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.9_77.51,grid,2024-04-09,12.904153025,77.51204185,0.02925437,Low,0.1,0.2,0.1,0.05,2024-04-09
GRID_12.91_77.67,grid,2024-04-09,12.913819388,77.66657518400001,0.0040787896,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.2_77.69,grid,2024-04-09,13.19841726,77.68934537999999,0.013347441,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.02_77.6,grid,2024-04-09,13.02159761923077,77.59920213461538,0.008900446,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.01_77.66,grid,2024-04-09,13.009927829212549,77.65953765664041,0.009743508,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.16_77.6,grid,2024-04-09,13.160785872727272,77.59562729999999,0.026328424,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_13.12_77.58,grid,2024-04-09,13.116791714285714,77.57797484642857,0.011145596,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.83_77.68,grid,2024-04-09,12.827809036666668,77.68211430666666,0.0107911965,Low,0.1,0.2,0.1,0.04,2024-04-09
GRID_13.16_77.63,grid,2024-04-09,13.161317013043478,77.62658301304349,0.023460148,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_13.18_77.64,grid,2024-04-09,13.175973731578948,77.63583603157895,0.0047142683,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.1_77.56,grid,2024-04-09,13.097715485714286,77.56373505714285,0.0022062,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.1_77.61,grid,2024-04-09,13.104051049999999,77.61421225000001,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.1_77.63,grid,2024-04-09,13.101616633333334,77.6316221,0.0019128884,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.23_77.69,grid,2024-04-09,13.2302231,77.6933171,1.2213901e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.24_77.7,grid,2024-04-09,13.2421686,77.70413555,0.0015776807,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.58,grid,2024-04-09,12.891418849999999,77.58104022,0.0050620316,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.16_77.64,grid,2024-04-09,13.1628009,77.6448425,0.0075318567,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.17_77.73,grid,2024-04-09,13.174255,77.7282783,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.18_77.7,grid,2024-04-09,13.1820686,77.6958299,0.0030826542,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.11_77.63,grid,2024-04-09,13.1144957,77.6341878,0.00033416977,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.81_77.69,grid,2024-04-09,12.811375666666668,77.69438576666666,0.0020497944,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.82_77.68,grid,2024-04-09,12.824635366666667,77.68403943333334,0.0017924206,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.84_77.59,grid,2024-04-09,12.844480449999999,77.58816885,6.573779e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.13_77.57,grid,2024-04-09,13.1302696,77.5717626,0.00011367905,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.91_77.56,grid,2024-04-09,12.910777115882354,77.55888981470588,0.003468689,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.91_77.59,grid,2024-04-09,12.909033619999999,77.59034285999999,0.0019649193,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.91_77.62,grid,2024-04-09,12.913419659999999,77.6244946,6.612606e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.91_77.66,grid,2024-04-09,12.9099629,77.6641712,0.0007706518,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.47,grid,2024-04-09,12.9234668,77.4728372,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.48,grid,2024-04-09,12.917588814285713,77.48252651428571,0.005259816,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.49,grid,2024-04-09,12.922902336363636,77.48772934545455,0.0021045816,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.01_77.67,grid,2024-04-09,13.011927466666668,77.66839083333333,0.0012681598,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.01_77.71,grid,2024-04-09,13.007659799999999,77.7111318,0.004326945,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.01_77.75,grid,2024-04-09,13.0060866625,77.7514058375,7.4284094e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.48,grid,2024-04-09,13.0154999,77.4846445,0.0015776807,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.49,grid,2024-04-09,13.0152174,77.4870229,0.0012681598,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.51,grid,2024-04-09,13.0230362,77.51124490000001,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.52,grid,2024-04-09,13.0233811,77.520801725,0.00408141,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.02_77.63,grid,2024-04-09,13.023204190909091,77.62982338181818,0.0069743805,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.9_77.69,grid,2024-04-09,12.901421857142859,77.68854287142857,0.0039197607,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.01_77.62,grid,2024-04-09,13.00688680462963,77.62131327037038,0.0033853394,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.47,grid,2024-04-09,12.9013385,77.46745385,8.330607e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.52,grid,2024-04-09,12.9026833,77.5190814,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.53,grid,2024-04-09,12.9042772,77.53124349999999,0.0013763761,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.54,grid,2024-04-09,12.9017575,77.54437315,0.00011367905,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.56,grid,2024-04-09,12.89948,77.5587867,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.67,grid,2024-04-09,12.899723,77.6748722,0.0012681598,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.67,grid,2024-04-09,13.019994144444444,77.67446498888889,0.0031058304,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.69,grid,2024-04-09,13.023319749999999,77.691100175,0.0025195475,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.02_77.72,grid,2024-04-09,13.023857670000002,77.71662518,0.004599743,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.03_77.5,grid,2024-04-09,13.0312747,77.50323167,0.0045193555,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.99_77.54,grid,2024-04-09,12.988750175,77.54290985,0.00451365,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.99_77.55,grid,2024-04-09,12.9897697,77.5456881,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.99_77.56,grid,2024-04-09,12.994081200000002,77.5635387,8.371243e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.99_77.64,grid,2024-04-09,12.985673180000001,77.64437422,0.0021242844,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.99_77.67,grid,2024-04-09,12.992104799999998,77.66746061428572,0.0030643903,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.99_77.68,grid,2024-04-09,12.989615559999999,77.68070388,0.0021242844,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.9_77.45,grid,2024-04-09,12.898018099999998,77.4529559,7.4115014e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.03_77.74,grid,2024-04-09,13.0349199,77.7360125,0.0007706518,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.03_77.75,grid,2024-04-09,13.0282733,77.7507203,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.5,grid,2024-04-09,13.037112585714286,77.5043846,0.006032626,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.04_77.53,grid,2024-04-09,13.0420851875,77.527544825,0.0064089135,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.04_77.6,grid,2024-04-09,13.0425875,77.60138437142858,0.002665179,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.64,grid,2024-04-09,13.040014249999999,77.64126715,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.51,grid,2024-04-09,12.919291077777778,77.51406551111111,0.00016181446,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.53,grid,2024-04-09,12.9247254,77.5309136,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.55,grid,2024-04-09,12.9202312,77.5471374,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.56,grid,2024-04-09,12.918403515384616,77.56433958461538,5.030934e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.58,grid,2024-04-09,12.9216785,77.5847599,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.6,grid,2024-04-09,12.92041855,77.60093495,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.98_77.66,grid,2024-04-09,12.981077484020997,77.65699270314805,0.002187588,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.99_77.45,grid,2024-04-09,12.98863972,77.44879888,6.612606e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.67,grid,2024-04-09,13.0374375,77.6706057,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.73,grid,2024-04-09,13.035022666666668,77.73448923333333,0.0024321363,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.84_77.67,grid,2024-04-09,12.842729,77.67452865,0.0017392257,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.84_77.69,grid,2024-04-09,12.843188416666665,77.68740343333333,0.0039087376,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.85_77.65,grid,2024-04-09,12.846312950000002,77.64753010000001,0.001439314,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.85_77.67,grid,2024-04-09,12.848432287790077,77.66879392752587,0.0027253327,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.85_77.68,grid,2024-04-09,12.8457393,77.6809993,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.86_77.61,grid,2024-04-09,12.8614371,77.6134364,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.86_77.65,grid,2024-04-09,12.85995896,77.64767945999999,0.00027548362,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.87_77.58,grid,2024-04-09,12.870235625,77.5810198,0.0027276443,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.87_77.6,grid,2024-04-09,12.873001949999999,77.59874955000001,0.001439314,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.87_77.62,grid,2024-04-09,12.8744178,77.618489,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.87_77.64,grid,2024-04-09,12.873966683333334,77.64270334999999,0.0034769007,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.87_77.67,grid,2024-04-09,12.87487605,77.669410375,0.0032171675,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.88_77.45,grid,2024-04-09,12.87840735,77.4453044,0.0014742714,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.5,grid,2024-04-09,12.8838377,77.5019219,1.1233981e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.52,grid,2024-04-09,12.8778133,77.517105,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.53,grid,2024-04-09,12.876135699999999,77.53007835,0.0015776807,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.86_77.7,grid,2024-04-09,12.8592515,77.7030056,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.75,grid,2024-04-09,13.0443396,77.7486582,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.04_77.76,grid,2024-04-09,13.044354,77.7605374,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.05_77.48,grid,2024-04-09,13.054328670588236,77.48208012352941,0.00033943605,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.05_77.56,grid,2024-04-09,13.045777,77.55651132857143,0.004342091,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.05_77.6,grid,2024-04-09,13.04574826,77.60116106000001,0.0019649193,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.05_77.64,grid,2024-04-09,13.0473513,77.6444216,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.67,grid,2024-04-09,12.9738068,77.67350815,0.0021318016,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.68,grid,2024-04-09,12.973391633333334,77.6772479,0.0020170629,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.73,grid,2024-04-09,12.97072825,77.73023201666666,0.0002931985,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.74,grid,2024-04-09,12.968914588888888,77.73697437777778,0.0020884247,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.76,grid,2024-04-09,12.968793564429724,77.75544575173693,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.98_77.48,grid,2024-04-09,12.9848872,77.4828535,0.00033416977,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.98_77.49,grid,2024-04-09,12.976509299999998,77.48819453333333,0.002918743,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.86_77.71,grid,2024-04-09,12.8622241,77.70555279999999,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.48,grid,2024-04-09,13.056366581818184,77.47735614545455,0.0007179967,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.5,grid,2024-04-09,13.062086740000002,77.50376156,0.00067675574,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.52,grid,2024-04-09,13.0591057,77.5198668,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.54,grid,2024-04-09,13.0557217,77.5353233,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.56,grid,2024-04-09,13.058718509090909,77.55913896363637,0.0002689281,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.6,grid,2024-04-09,13.0590383,77.5990417,0.0015776807,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.63,grid,2024-04-09,13.057472833333334,77.62992773333333,0.002538627,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.96_77.61,grid,2024-04-09,12.961847133333334,77.60902556666666,0.0033453677,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.96_77.62,grid,2024-04-09,12.958678079999999,77.61822379,0.0024862583,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.96_77.68,grid,2024-04-09,12.960187445454546,77.68027167272727,0.0044352324,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.96_77.76,grid,2024-04-09,12.964772400000001,77.7616485,0.0007712197,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.49,grid,2024-04-09,12.9699933,77.4918833,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.97_77.53,grid,2024-04-09,12.97194145,77.52737815,0.00041728758,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.55,grid,2024-04-09,12.9480293,77.55283185714286,0.0058943084,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.95_77.61,grid,2024-04-09,12.952781669999998,77.61133577000001,0.004599743,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.63,grid,2024-04-09,12.948009944444443,77.6279286,0.0023192982,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.68,grid,2024-04-09,12.954818066666666,77.68020084999999,0.004897935,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.75,grid,2024-04-09,12.94754218,77.74615944,0.0024550674,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.74,grid,2024-04-09,13.060971416666668,77.74165616666666,0.0016025447,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.06_77.77,grid,2024-04-09,13.056634575,77.767512025,0.0027276443,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.44,grid,2024-04-09,13.07092332,77.44358251999999,0.0019649193,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.55,grid,2024-04-09,13.0664254,77.5524418,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.56,grid,2024-04-09,13.070158263636364,77.55720614545454,0.004656485,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.6,grid,2024-04-09,13.072275786666667,77.60339406,7.0436996e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.61,grid,2024-04-09,13.071754700000001,77.60667333636364,0.0016534803,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.62,grid,2024-04-09,13.070089285714287,77.62237517142857,0.0051959897,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.93_77.48,grid,2024-04-09,12.9258225,77.4767094,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.49,grid,2024-04-09,12.932971355555557,77.48825807777777,0.0030096024,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.5,grid,2024-04-09,12.92561035,77.4992290142857,0.0022232437,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.56,grid,2024-04-09,12.878729700000001,77.55528235,9.411086e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.59,grid,2024-04-09,12.875444575,77.5948095,0.0027276443,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.6,grid,2024-04-09,12.9395051,77.5973986,8.371243e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.64,grid,2024-04-09,12.9437353,77.63865095,0.00013482172,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.68,grid,2024-04-09,12.943479983333333,77.68154981666666,0.0011150412,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.72,grid,2024-04-09,12.93870605,77.7181955375,0.0051117563,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.95_77.48,grid,2024-04-09,12.951536125,77.47970255,0.0034894224,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.51,grid,2024-04-09,12.948161424815897,77.50593487554218,0.0032536255,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.64,grid,2024-04-09,13.069418883333334,77.63826348333333,0.0032279668,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.65,grid,2024-04-09,13.072901866666667,77.65159543333333,0.0016690755,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.08_77.58,grid,2024-04-09,13.0829831,77.58193426666668,0.0023192982,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.08_77.59,grid,2024-04-09,13.07789302,77.5926955,0.0019649193,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.09_77.56,grid,2024-04-09,13.088033,77.55594049999999,0.002149287,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.09_77.63,grid,2024-04-09,13.0850077,77.6348042,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.55,grid,2024-04-09,12.894738523406811,77.55495969,0.005242474,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.93_77.53,grid,2024-04-09,12.9295086,77.5349594,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.55,grid,2024-04-09,12.930435979999999,77.55363088,0.0046987114,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_12.93_77.56,grid,2024-04-09,12.931137383333335,77.55956809999999,0.0042824997,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.6,grid,2024-04-09,12.930940633333334,77.60447223333334,6.9728805e-05,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.64,grid,2024-04-09,12.925542566666666,77.63728333333334,0.0020170629,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.67,grid,2024-04-09,12.926395236000001,77.670175332,0.0031156545,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.74,grid,2024-04-09,12.9277675,77.73896345,6.573779e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.5,grid,2024-04-09,12.942814725,77.49538915,0.00041728758,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.94_77.51,grid,2024-04-09,12.935860118181818,77.51281114545453,0.0037273022,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.0_77.48,grid,2024-04-09,13.0008363,77.4819575,0.0075318567,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.0_77.64,grid,2024-04-09,13.003018333333332,77.63520615,0.0012993102,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.0_77.65,grid,2024-04-09,12.995055683333334,77.653564375,0.0033124955,Low,0.0,0.0,0.0,0.01,2024-04-09
GRID_13.24_77.72,grid,2024-04-09,13.244062833333333,77.7157889,0.00087459554,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.25_77.71,grid,2024-04-09,13.245638916666667,77.71234053611111,0.0025371204,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.26_77.71,grid,2024-04-09,13.257282400000001,77.71231025,0.002210491,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.26_77.72,grid,2024-04-09,13.2593659,77.71777902,6.612606e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.27_77.72,grid,2024-04-09,13.266818,77.7192361,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.29_77.53,grid,2024-04-09,13.293684372967755,77.53250753446538,0.00045705418,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.2_77.66,grid,2024-04-09,13.201357083333333,77.6620922,0.00242473,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.2_77.67,grid,2024-04-09,13.19835,77.6705883,0.0007706518,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.63,grid,2024-04-09,12.88032708066526,77.62925135537462,0.0019165303,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.66,grid,2024-04-09,12.8807353,77.6551317,0.0007706518,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.88_77.74,grid,2024-04-09,12.877168194473605,77.73582745,0.0075318567,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.54,grid,2024-04-09,12.8898434,77.53788069999999,0.000912477,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.11_77.61,grid,2024-04-09,13.1135136,77.60627086,0.0034927651,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.59,grid,2024-04-09,12.890572875,77.59193775,0.0023701508,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.62,grid,2024-04-09,12.893235475000001,77.6197761,0.0027276443,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.65,grid,2024-04-09,12.88761143641505,77.64947458135379,0.0008978974,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.68,grid,2024-04-09,12.894967466666666,77.6757968,0.0012681598,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.89_77.75,grid,2024-04-09,12.8852117,77.746775,7.831118e-06,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_12.8_77.7,grid,2024-04-09,12.8026667,77.7043117,0.0012266822,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.19_77.71,grid,2024-04-09,13.1946852,77.7078466,0.0007706518,Low,0.0,0.0,0.0,0.0,2024-04-09
GRID_13.19_77.67,grid,2024-04-09,13.1897037,77.6741922,0.0075318567,Low,0.0,0.0,0.0,0.01,2024-04-09
