zone,zone_kind,zone_lat,zone_lon
"BTP001 - 10th Cross, Dr. Rajkumar Road",junction,13.007777754280745,77.55463778222777
BTP006 - Navarang Bar Junction,junction,12.99110927631579,77.55770017368421
BTP008 - Navarang Theatre,junction,12.998479756367226,77.55309288953602
BTP009 - Prakash Nagar Junction,junction,12.992510784831461,77.5575310719101
BTP010 - Rajajinagar Entrance,junction,12.982219445330337,77.56000469953807
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",junction,12.993699795955797,77.55377486975144
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",junction,12.987772653164557,77.5594433392405
"BTP016 - 5th Main Road, RPC Layout",junction,12.965271313031003,77.53778991937591
BTP017 - Attiguppe Circle,junction,12.960579954599407,77.52975111008902
BTP018 - Dhobi Ghat Junction,junction,12.987581793589744,77.54985970128205
BTP020 - Hosahalli Metro Station,junction,12.974213729787916,77.54529567544986
"BTP022 - Marenahalli Junction, Vijayanagar",junction,12.96876777975821,77.53672266454917
BTP023 - Mahalaxmi Layout Entrance,junction,13.008962948062864,77.54919073276713
"BTP024 - NPS, Vijayanagar",junction,12.98285641751018,77.54881741390679
"BTP025 - Puttamma Choultry, Nagarbhavi",junction,12.978654194999999,77.53813890500001
"BTP026 - 1st Block Junction, Rajajinagar",junction,13.002449113326447,77.55009747871901
BTP027 - Modi Bridge Junction,junction,12.99886389153938,77.54944489164671
BTP028 - Vijayanagar Bus Stand Junction,junction,12.972557481866048,77.53810466215123
BTP030 - Mekhri Circle,junction,13.012824675714286,77.58383126285715
BTP032 - Windsor Circle,junction,12.993096625500073,77.58822236588165
"BTP033 - Sophia High School, Sankey Road",junction,12.990396026086957,77.58866933540372
BTP034 - LRDE Junction,junction,12.988376719514173,77.59181692993047
BTP035 - Basaweshwara Circle (LH) Junction,junction,12.98461576451613,77.58817643870967
BTP036 - Police Thimmaiah Circle (GPO),junction,12.98094640945946,77.59428802297298
BTP037 - KR Circle,junction,12.976492461780106,77.58641872356021
BTP038 - Mysore Bank Junction,junction,12.97345650595092,77.5812734098773
BTP040 - Elite Junction,junction,12.976622070795319,77.57660554051733
BTP041 - Gopal Gowda Circle,junction,12.977367761450381,77.59045643778626
BTP042 - Minsk Square Junction (CTO),junction,12.981158241534988,77.59844703972911
BTP043 - Upparpet Junction,junction,12.971141156464634,77.57557509754892
BTP044 - Sagar Theatre Junction,junction,12.974967581711818,77.578895476761
BTP045 - Danvanthri Road Junction,junction,12.977073068989547,77.57476422605498
BTP047 - Vidhan Soudha Metro Station,junction,12.979841192592591,77.59251356560847
BTP048 - Shanthala Junction,junction,12.976916589944134,77.57074814102155
BTP051 - Safina Plaza Junction,junction,12.981216675419292,77.60866933585206
BTP052 - CID Carlton House Junction,junction,12.980892975739932,77.58766559770304
BTP053 - Three Let Junction,junction,12.983840382608696,77.58177968913044
BTP054 - Shivananda Circle,junction,12.986304582859464,77.57888402889894
BTP057 - Anand Rao Junction,junction,12.979392785939394,77.57440407684848
BTP058 - Subbanna Junction,junction,12.978989333010263,77.57865990497868
BTP061 - Bhashyam Circle,junction,12.985179307748298,77.55395829537082
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",junction,12.979942471434695,77.55467846447999
BTP063 - Siddalingaiah Circle,junction,12.971520568655096,77.59672272939262
BTP064 - Devanga Hostel Junction,junction,12.96268053368421,77.58990699578948
BTP067 - Jai Muni Rao Circle,junction,12.97851010095941,77.5427450559276
BTP068 - Veeresh Theatre Junction,junction,12.977204228666666,77.54560205444444
BTP069 - MC Circle,junction,12.974678015539343,77.54747629313898
"BTP070 - Cholurpalya Junction, Magadi Road",junction,12.97348335557552,77.55079738411703
BTP071 - Prasanna Junction,junction,12.974425242344251,77.55209937891078
BTP074 - Leprosy Hospital Junction,junction,12.975734541859076,77.56168708821251
BTP075 - Police Corner,junction,12.96872643839462,77.58633180090612
BTP076 - Hudson Circle,junction,12.968017993059126,77.5887969092545
BTP077 - Halasuru Gate Junction,junction,12.966897120833332,77.5870293625
BTP078 - NR Square Junction,junction,12.965887268780488,77.58540834780489
BTP079 - Town Hall Junction,junction,12.964662841935484,77.58480971935484
"BTP080 - NR Road, SP Road Junction",junction,12.964389685110014,77.58320405554326
BTP082 - KR Market Junction,junction,12.964437358705567,77.57722593887625
"BTP083 - AS Char Street, Mysore Road",junction,12.966447272054511,77.57438870947549
BTP085 - Briyand Circle,junction,12.966174915827338,77.56939723597122
"BTP089 - Police Quarters, Sultan Road",junction,12.960992125,77.5635322325
BTP091 - Sirsi Circle,junction,12.962144173390557,77.55870154763949
BTP092 - Bangalore Builders Junction,junction,12.959349637647058,77.5557458717647
"BTP093 - Toll Gate, Mysore Road",junction,12.958547894444443,77.55221098194444
"BTP094 - Sri Skanda Complex, Mysore Road",junction,12.95581615764706,77.54618573529412
"BTP095 - Satellite Bus Stand, Mysore Road",junction,12.953803576387163,77.5433510796265
BTP096 - Gali Anjaneya Temple,junction,12.952584804157238,77.54121168047804
BTP098 - Nayandahalli Junction,junction,12.944968452830189,77.52777250314465
"BTP099 - Cash Pharmacy, Residency Road",junction,12.969258660389611,77.60025074188312
BTP100 - Richmond Circle,junction,12.962794659409594,77.59828995424354
"BTP101 - Blood Bank Circle, KH Road",junction,12.961954240163934,77.5961973273224
"BTP102 - BMTC Junction, KH Road",junction,12.95558064,77.59289194142858
BTP103 - Shanti Nagar TTMC,junction,12.953835349166667,77.59173402500001
BTP104 - Medical College Circle,junction,12.959592314468084,77.57662682195745
BTP105 - Shivasankara Circle,junction,12.956886487078652,77.57419385617978
BTP106 - VV Puram College,junction,12.952853619144381,77.5742573657524
BTP107 - National College Junction,junction,12.948955050684932,77.57294951506849
BTP108 - Tagore Park Junction,junction,12.943919908505448,77.57145599325675
BTP109 - Dewan Madhava Rao Junction,junction,12.940876033076922,77.5724223026923
"BTP110 - Bharathi Nursing Home, Basavanagudi",junction,12.93742960532226,77.57230527575187
"BTP112 - 14th Cross, KR Road",junction,12.92934653,77.57320882
"BTP113 - 27th Cross, Pai Vista, KR Road",junction,12.917530724324326,77.57309781441441
"BTP114 - KR Road Junction, Near JSS",junction,12.924322724413159,77.57493878339055
"BTP115 - Sahasra Hospital, Jayanagar",junction,12.9172537672404,77.57373717884926
"BTP117 - 9th Cross, Kanakapura Road",junction,12.91238351302521,77.57324936218488
BTP118 - Basappa Circle,junction,12.958122083148147,77.57755178
BTP119 - Minerva Circle,junction,12.955120233734938,77.58029479216867
BTP120 - Lalbagh Main Gate Junction,junction,12.954161373619632,77.58463449325154
BTP121 - KH Circle,junction,12.951919158666666,77.59041085733334
BTP122 - Siddapura Junction,junction,12.948459547286822,77.59291910930233
"BTP123 - 10th Cross, Wilson Garden",junction,12.946074685373008,77.59611191647917
BTP126 - Dairy Circle,junction,12.936761205533596,77.60207464584981
"BTP127 - Sagar Hospital, Jayanagar",junction,12.927932214705882,77.59837052941177
BTP128 - Gorappanapalya Junction,junction,12.920613594117647,77.6003740882353
BTP130 - GD Mara Junction,junction,12.908069806993007,77.60081927185315
BTP132 - Anepalya Junction,junction,12.951218263265307,77.60693767210884
BTP133 - Adugodi Junction,junction,12.941890507462688,77.60854312089552
BTP134 - Mico Bande,junction,12.945716540540541,77.6025567972973
BTP135 - UCO Bank Junction,junction,12.935614800409418,77.61498017666327
BTP136 - Hosur-Tavarkere Road Junction,junction,12.934256872468355,77.60856094556962
BTP137 - Madiwala Traffic PS Junction,junction,12.923003773243375,77.62004738469177
BTP138 - Sarjapur Road Check Post,junction,12.927108226774553,77.61689196143901
BTP140 - Madiwala Check Post,junction,12.93232729010239,77.61331337269624
BTP141 - Palmgroove Junction,junction,12.968275867567566,77.61366548648648
BTP142 - Lower Agram Road Junction,junction,12.962000976190476,77.61538746190476
BTP143 - ASC Junction,junction,12.969471173333334,77.61978309333334
BTP144 - Commando Hospital Junction,junction,12.968701750000001,77.62630552499999
"BTP145 - Sri Hatti Maramma Circle, Domluru",junction,12.961289213222164,77.63616230302713
BTP146 - Domlur Water Tank,junction,12.960501909016394,77.63876197213115
"BTP148 - 17th Main, Doopanahalli Bus Stop",junction,12.963544359694668,77.64224911220946
BTP154 - Itmadu Junction,junction,12.930232485714285,77.54541242857144
BTP155 - Katriguppe Junction,junction,12.926701964163822,77.55074101638225
BTP156 - Kamakya Junction,junction,12.923800053611933,77.55335398807121
BTP157 - Kadirenahalli Cross,junction,12.912996066666667,77.56706291333333
BTP158 - Devegowda Petrol Bunk,junction,12.921269069483158,77.5603682596793
"BTP159 - JP Nagar Metro, ORR",junction,12.906232425875,77.573168152875
"BTP161 - 15th Cross, 35th Main, JP Nagar",junction,12.906493766666665,77.577648025
"BTP163 - 16th Main Road, BTM Layout",junction,12.915018361967213,77.6085338095082
"BTP164 - 29th Main Road, BTM Layout",junction,12.915922940343162,77.61541795166417
BTP166 - Coffee Board Junction,junction,12.984923901801801,77.59434976306306
BTP167 - JC Road Junction,junction,12.958270949400605,77.5812765294281
"BTP168 - MSR Building, JC Road",junction,12.961178251219511,77.5842871495935
"BTP170 - Dr. Bheem Rao Palace, Chord Road",junction,12.990421004162116,77.5512981467759
BTP171 - Indian Express (Balekundri),junction,12.986118457731958,77.59866572268041
BTP172 - Nanjappa Circle,junction,12.961712130591632,77.5994701020202
BTP173 - TMC,junction,12.982320013533833,77.59870472105264
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",junction,12.91730204968153,77.57837235923567
"BTP177 - Aurobindo Circle, ORR",junction,12.916604498192772,77.58521114759036
"BTP178 - 18th Main, Marenahalli",junction,12.91689827142857,77.58956701428572
"BTP179 - 9th Block, 28th Main, Jayanagar",junction,12.916983268749998,77.59499624625
BTP180 - Swagath Poornima Theatre,junction,12.960504212931033,77.58728456206896
BTP181 - Bileka Halli Junction,junction,12.9019944125,77.60112085
"BTP182 - 19th Main Junction, Rajajinagar",junction,12.998964814459148,77.55086697652493
BTP184 - Lalbagh West Gate,junction,12.948408644615386,77.58014869538462
BTP185 - RV Teachers College,junction,12.944620242592592,77.58062071851852
"BTP186 - 9th Cross, 4th Main, Jayanagar",junction,12.939346947891531,77.58306246593123
BTP187 - South End Circle,junction,12.937353674534268,77.58199584693376
"BTP188 - 27th Cross, 4th Main, Jayanagar",junction,12.929678117578124,77.58056281445313
"BTP189 - New Diagonal Road, Jayanagar",junction,12.928088273359073,77.58068341254827
"BTP190 - 36th Cross, 4th Main, Jayanagar",junction,12.922651633687517,77.58126195007735
"BTP191 - 40th Cross, 4th Main, Jayanagar",junction,12.92006186516854,77.5822193022472
BTP192 - Urvashi Theater,junction,12.95644291764706,77.58601795813148
BTP193 - Vasavi Circle,junction,12.949692636337348,77.57682725461063
BTP196 - Sarakki Main Road,junction,12.91112095952765,77.5781207231884
"BTP197 - 9th Cross, 24th Main, JP Nagar",junction,12.911649257920791,77.58617407673268
"BTP198 - 9th Cross, 8th Main, JP Nagar",junction,12.910182857142857,77.5956611
"BTP200 - 15th Cross, 33rd Main, JP Nagar",junction,12.906321830434782,77.58130143913044
"BTP202 - East End Main Road, Jayanagar",junction,12.917146362068966,77.59691362068966
BTP203 - RRMR Junction,junction,12.967407398347108,77.59355071239669
"BTP204 - ESI Hospital, Rajajinagar",junction,12.990391505138339,77.55374700711464
BTP205 - Modi Hospital Junction,junction,12.99749328843376,77.54689053376117
"BTP206 - Shankara Mutt Circle, Vijayanagar",junction,12.998634004522613,77.54148434706867
BTP207 - 8th Main Road Basaveshwara Nagar,junction,12.991911170558376,77.53847922335025
BTP208 - Havanur Circle,junction,12.987943587152564,77.5375518757677
"BTP210 - 50th cross, 12th Main , Rajajinagar",junction,12.986993655784064,77.5551775596401
BTP211 - Central Street Junction,junction,12.98332668621232,77.60345690325934
BTP212 - Minto Junction,junction,12.960257728985507,77.57143755652173
BTP213 - Royan Circle,junction,12.960757848606496,77.56831495368421
BTP214 - 5th Main Chamrajpet  Junction,junction,12.966109929586068,77.54990258726592
BTP215 - Vanivillas Junction,junction,12.946164027505311,77.57023107982037
BTP216 - Yediyur Junction,junction,12.93802209089189,77.57687954027875
BTP217 - Baleyele Junction,junction,12.957376190529521,77.56945101736699
BTP218 - Syndicate Bank Junction,junction,12.934745061184211,77.58441769605264
BTP219 - Canara Bank Junction,junction,12.931163036825396,77.58447701111112
BTP220 - Puttanna Junction,junction,12.928850529296875,77.5828325640625
"BTP221 - 15th Cross, 24th Main, JP Nagar",junction,12.904821129473683,77.58624848105264
BTP222 - Delmia Circle,junction,12.905872203529412,77.59264487411765
BTP225 - Geetha Junction,junction,12.928369027272728,77.58585405849803
"BTP226 - 33rd Cross, 11th Main, Jayanagar",junction,12.92587461497326,77.58560018262033
GRID_12.81_77.69,grid,12.811375666666668,77.69438576666666
GRID_12.81_77.7,grid,12.806186907142857,77.69885753571428
GRID_12.82_77.68,grid,12.824635366666667,77.68403943333334
GRID_12.82_77.69,grid,12.819648171111112,77.68820439444445
GRID_12.83_77.68,grid,12.827809036666668,77.68211430666666
GRID_12.84_77.59,grid,12.844480449999999,77.58816885
GRID_12.84_77.64,grid,12.84218213521131,77.64429451715615
GRID_12.84_77.65,grid,12.841695712077703,77.64683507837839
GRID_12.84_77.66,grid,12.840699553333334,77.66263480666666
GRID_12.84_77.67,grid,12.842729,77.67452865
GRID_12.84_77.68,grid,12.839988477857695,77.67709304103802
GRID_12.84_77.69,grid,12.843188416666665,77.68740343333333
GRID_12.85_77.59,grid,12.852023308333335,77.58834785833334
GRID_12.85_77.65,grid,12.846312950000002,77.64753010000001
GRID_12.85_77.66,grid,12.85253908235294,77.6603247
GRID_12.85_77.67,grid,12.848432287790077,77.66879392752587
GRID_12.85_77.68,grid,12.8457393,77.6809993
GRID_12.86_77.53,grid,12.861918386153846,77.53000424307692
GRID_12.86_77.59,grid,12.85751681506402,77.58907648095652
GRID_12.86_77.61,grid,12.8614371,77.6134364
GRID_12.86_77.65,grid,12.85995896,77.64767945999999
GRID_12.86_77.66,grid,12.85644436229508,77.66363117540983
GRID_12.86_77.67,grid,12.857247927272727,77.66869594545454
GRID_12.86_77.7,grid,12.8592515,77.7030056
GRID_12.86_77.71,grid,12.8622241,77.70555279999999
GRID_12.87_77.53,grid,12.866388935714285,77.53445340714286
GRID_12.87_77.54,grid,12.87142779736842,77.53865050438596
GRID_12.87_77.57,grid,12.872336268181819,77.56720350454545
GRID_12.87_77.58,grid,12.870235625,77.5810198
GRID_12.87_77.59,grid,12.872460873251098,77.59402855699064
GRID_12.87_77.6,grid,12.873001949999999,77.59874955000001
GRID_12.87_77.62,grid,12.8744178,77.618489
GRID_12.87_77.64,grid,12.873966683333334,77.64270334999999
GRID_12.87_77.65,grid,12.870996338892036,77.65301381931575
GRID_12.87_77.66,grid,12.870396453777778,77.6564710586535
GRID_12.87_77.67,grid,12.87487605,77.669410375
GRID_12.88_77.45,grid,12.87840735,77.4453044
GRID_12.88_77.5,grid,12.8838377,77.5019219
GRID_12.88_77.52,grid,12.8778133,77.517105
GRID_12.88_77.53,grid,12.876135699999999,77.53007835
GRID_12.88_77.54,grid,12.876397178408666,77.54386937380542
GRID_12.88_77.55,grid,12.880947071029567,77.54711268099598
GRID_12.88_77.56,grid,12.878729700000001,77.55528235
GRID_12.88_77.59,grid,12.875444575,77.5948095
GRID_12.88_77.6,grid,12.878281968476093,77.59635725492348
GRID_12.88_77.61,grid,12.8801837,77.61058101904761
GRID_12.88_77.62,grid,12.876063910869567,77.61686252826087
GRID_12.88_77.63,grid,12.88032708066526,77.62925135537462
GRID_12.88_77.64,grid,12.88294517953203,77.64181161704204
GRID_12.88_77.65,grid,12.877618998177343,77.64721667009009
GRID_12.88_77.66,grid,12.8807353,77.6551317
GRID_12.88_77.67,grid,12.87619305,77.671188978125
GRID_12.88_77.74,grid,12.877168194473605,77.73582745
GRID_12.88_77.75,grid,12.883512000851775,77.7522734243868
GRID_12.89_77.54,grid,12.8898434,77.53788069999999
GRID_12.89_77.55,grid,12.894738523406811,77.55495969
GRID_12.89_77.56,grid,12.888682648899172,77.5624224860402
GRID_12.89_77.57,grid,12.891719222222223,77.5690676030303
GRID_12.89_77.58,grid,12.891418849999999,77.58104022
GRID_12.89_77.59,grid,12.890572875,77.59193775
GRID_12.89_77.6,grid,12.893183061261261,77.59869527927927
GRID_12.89_77.61,grid,12.89145265,77.6086065
GRID_12.89_77.62,grid,12.893235475000001,77.6197761
GRID_12.89_77.63,grid,12.892080142857143,77.63138413571428
GRID_12.89_77.64,grid,12.890707578980251,77.6387934396799
GRID_12.89_77.65,grid,12.88761143641505,77.64947458135379
GRID_12.89_77.66,grid,12.894190167948661,77.65717693096653
GRID_12.89_77.67,grid,12.889964105857048,77.66990483920546
GRID_12.89_77.68,grid,12.894967466666666,77.6757968
GRID_12.89_77.74,grid,12.887301800470926,77.7384566051744
GRID_12.89_77.75,grid,12.8852117,77.746775
GRID_12.8_77.7,grid,12.8026667,77.7043117
GRID_12.91_77.48,grid,12.912544038623901,77.48114923643759
GRID_12.91_77.49,grid,12.913707493475702,77.48642554406227
GRID_12.91_77.51,grid,12.910702030769231,77.51349003076923
GRID_12.91_77.53,grid,12.90775891669538,77.53299172373735
GRID_12.91_77.54,grid,12.906078649073521,77.54214782560605
GRID_12.91_77.55,grid,12.908912275454455,77.54867479573748
GRID_12.91_77.56,grid,12.910777115882354,77.55888981470588
GRID_12.91_77.59,grid,12.909033619999999,77.59034285999999
GRID_12.91_77.6,grid,12.913470892207792,77.60414625974026
GRID_12.91_77.61,grid,12.913225786175117,77.60623939124424
GRID_12.91_77.62,grid,12.913419659999999,77.6244946
GRID_12.91_77.63,grid,12.909304294183482,77.63007798692958
GRID_12.91_77.64,grid,12.911617668865443,77.6379102259959
GRID_12.91_77.65,grid,12.911931490825689,77.6506821880734
GRID_12.91_77.66,grid,12.9099629,77.6641712
GRID_12.91_77.67,grid,12.913819388,77.66657518400001
GRID_12.91_77.68,grid,12.912258868073401,77.67937285818984
GRID_12.91_77.69,grid,12.909700628235294,77.68756728588235
GRID_12.91_77.7,grid,12.906778402536801,77.69693050813986
GRID_12.92_77.47,grid,12.9234668,77.4728372
GRID_12.92_77.48,grid,12.917588814285713,77.48252651428571
GRID_12.92_77.49,grid,12.922902336363636,77.48772934545455
GRID_12.92_77.5,grid,12.918121676470589,77.49975779019607
GRID_12.92_77.51,grid,12.919291077777778,77.51406551111111
GRID_12.92_77.52,grid,12.918550291666667,77.519967225
GRID_12.92_77.53,grid,12.9247254,77.5309136
GRID_12.92_77.54,grid,12.919249804255818,77.54210911181084
GRID_12.92_77.55,grid,12.9202312,77.5471374
GRID_12.92_77.56,grid,12.918403515384616,77.56433958461538
GRID_12.92_77.57,grid,12.917744450072549,77.57044981876665
GRID_12.92_77.58,grid,12.9216785,77.5847599
GRID_12.92_77.59,grid,12.921751193333334,77.58583610000001
GRID_12.92_77.6,grid,12.92041855,77.60093495
GRID_12.92_77.61,grid,12.922605736666666,77.60966229333333
GRID_12.92_77.62,grid,12.916724504,77.623502632
GRID_12.92_77.63,grid,12.92004566369854,77.6312558726217
GRID_12.92_77.64,grid,12.917752190789836,77.63916383991257
GRID_12.92_77.65,grid,12.91994160730897,77.65046660897009
GRID_12.92_77.66,grid,12.92166226140624,77.66189590433258
GRID_12.92_77.67,grid,12.920339341024242,77.66965571662604
GRID_12.92_77.68,grid,12.923370205882353,77.67607191764706
GRID_12.92_77.69,grid,12.923178763043477,77.69307462826087
GRID_12.92_77.7,grid,12.916825486956522,77.69813424782609
GRID_12.92_77.74,grid,12.920789169230769,77.73642416153847
GRID_12.93_77.48,grid,12.9258225,77.4767094
GRID_12.93_77.49,grid,12.932971355555557,77.48825807777777
GRID_12.93_77.5,grid,12.92561035,77.4992290142857
GRID_12.93_77.51,grid,12.932196991771278,77.51270247897801
GRID_12.93_77.52,grid,12.931481857963549,77.5158112656917
GRID_12.93_77.53,grid,12.9295086,77.5349594
GRID_12.93_77.54,grid,12.934846881034483,77.5365279362069
GRID_12.93_77.55,grid,12.930435979999999,77.55363088
GRID_12.93_77.56,grid,12.931137383333335,77.55956809999999
GRID_12.93_77.57,grid,12.929342117647058,77.56758508235295
GRID_12.93_77.59,grid,12.930219643283582,77.59222739552239
GRID_12.93_77.6,grid,12.930940633333334,77.60447223333334
GRID_12.93_77.61,grid,12.929638162987013,77.60734136580086
GRID_12.93_77.62,grid,12.928376018505338,77.62040047793595
GRID_12.93_77.63,grid,12.930945671653543,77.63211823950131
GRID_12.93_77.64,grid,12.925542566666666,77.63728333333334
GRID_12.93_77.67,grid,12.926395236000001,77.670175332
GRID_12.93_77.68,grid,12.92730742302336,77.67927728206413
GRID_12.93_77.69,grid,12.93286626741966,77.69019528705788
GRID_12.93_77.7,grid,12.93199635279955,77.69593647237595
GRID_12.93_77.74,grid,12.9277675,77.73896345
GRID_12.94_77.49,grid,12.938884714666667,77.49299570533333
GRID_12.94_77.5,grid,12.942814725,77.49538915
GRID_12.94_77.51,grid,12.935860118181818,77.51281114545453
GRID_12.94_77.52,grid,12.937497335616438,77.52017331666667
GRID_12.94_77.53,grid,12.938722853333333,77.531984556
GRID_12.94_77.54,grid,12.9359428,77.53664115813953
GRID_12.94_77.55,grid,12.94005902,77.55048685714286
GRID_12.94_77.56,grid,12.939965647566185,77.56059371230603
GRID_12.94_77.57,grid,12.941649174072719,77.56710402737954
GRID_12.94_77.58,grid,12.938952723333333,77.58487523666666
GRID_12.94_77.59,grid,12.938547443418498,77.5871244656873
GRID_12.94_77.6,grid,12.9395051,77.5973986
