zone,zone_kind,zone_lat,zone_lon
GRID_12.94_77.61,grid,12.940250714285714,77.61134672142857
GRID_12.94_77.62,grid,12.938923547849463,77.61986757284946
GRID_12.94_77.63,grid,12.937992745867538,77.62728167837248
GRID_12.94_77.64,grid,12.9437353,77.63865095
GRID_12.94_77.68,grid,12.943479983333333,77.68154981666666
GRID_12.94_77.69,grid,12.936275426592282,77.69180060837698
GRID_12.94_77.7,grid,12.939745543697065,77.69687606479994
GRID_12.94_77.71,grid,12.936081300000001,77.70579434999999
GRID_12.94_77.72,grid,12.93870605,77.7181955375
GRID_12.94_77.75,grid,12.940802205919958,77.74739034078512
GRID_12.95_77.48,grid,12.951536125,77.47970255
GRID_12.95_77.49,grid,12.947569285714286,77.48842769285714
GRID_12.95_77.5,grid,12.948410844710398,77.49775182757743
GRID_12.95_77.51,grid,12.948161424815897,77.50593487554218
GRID_12.95_77.52,grid,12.950401447580646,77.52206556209678
GRID_12.95_77.53,grid,12.947976430303031,77.53362878939394
GRID_12.95_77.54,grid,12.948924743243243,77.53627235135134
GRID_12.95_77.55,grid,12.9480293,77.55283185714286
GRID_12.95_77.56,grid,12.947954115789473,77.56057449473684
GRID_12.95_77.59,grid,12.94607781030949,77.58765630307454
GRID_12.95_77.6,grid,12.950705005882353,77.59802496764706
GRID_12.95_77.61,grid,12.952781669999998,77.61133577000001
GRID_12.95_77.62,grid,12.950391864705884,77.6203928372549
GRID_12.95_77.63,grid,12.948009944444443,77.6279286
GRID_12.95_77.64,grid,12.952770232,77.64053763800001
GRID_12.95_77.65,grid,12.95255452777265,77.65252573619748
GRID_12.95_77.68,grid,12.954818066666666,77.68020084999999
GRID_12.95_77.69,grid,12.950920030555556,77.68925422222223
GRID_12.95_77.7,grid,12.949891874274797,77.69957600147247
GRID_12.95_77.72,grid,12.951507326752585,77.71746926868809
GRID_12.95_77.74,grid,12.953994269230769,77.74444046153846
GRID_12.95_77.75,grid,12.94754218,77.74615944
GRID_12.96_77.5,grid,12.961529289999998,77.503215895
GRID_12.96_77.51,grid,12.960962846896553,77.51152006390805
GRID_12.96_77.52,grid,12.957394943609996,77.51879339553686
GRID_12.96_77.53,grid,12.960900165382622,77.52774607510695
GRID_12.96_77.54,grid,12.964293660915493,77.54110575140845
GRID_12.96_77.55,grid,12.964367150310558,77.5530788757764
GRID_12.96_77.56,grid,12.964306001298702,77.55543871363636
GRID_12.96_77.6,grid,12.964484370000001,77.60435016
GRID_12.96_77.61,grid,12.961847133333334,77.60902556666666
GRID_12.96_77.62,grid,12.958678079999999,77.61822379
GRID_12.96_77.64,grid,12.957854684285714,77.64360748714284
GRID_12.96_77.65,grid,12.9596272721904,77.64778127604174
GRID_12.96_77.66,grid,12.959214505632593,77.65791445940911
GRID_12.96_77.67,grid,12.958685702166065,77.66806378772563
GRID_12.96_77.68,grid,12.960187445454546,77.68027167272727
GRID_12.96_77.69,grid,12.95581501585198,77.69259211574789
GRID_12.96_77.7,grid,12.957890746228077,77.70150991942758
GRID_12.96_77.71,grid,12.957006148837207,77.71167998430232
GRID_12.96_77.72,grid,12.96199766822802,77.71715576768345
GRID_12.96_77.73,grid,12.960160175014156,77.73214764999824
GRID_12.96_77.74,grid,12.95693324137931,77.74018281379311
GRID_12.96_77.75,grid,12.959525433333333,77.74684969500001
GRID_12.96_77.76,grid,12.964772400000001,77.7616485
GRID_12.97_77.49,grid,12.9699933,77.4918833
GRID_12.97_77.5,grid,12.969020283333334,77.4992535125
GRID_12.97_77.51,grid,12.972061330357144,77.508960315625
GRID_12.97_77.53,grid,12.97194145,77.52737815
GRID_12.97_77.54,grid,12.96688442253521,77.54329603943663
GRID_12.97_77.55,grid,12.968153701260505,77.54658635714286
GRID_12.97_77.56,grid,12.969078136880748,77.55921288890592
GRID_12.97_77.57,grid,12.969471065263157,77.56849376842105
GRID_12.97_77.58,grid,12.969516043665015,77.57593034244353
GRID_12.97_77.6,grid,12.973189979999999,77.601952114
GRID_12.97_77.61,grid,12.972334250489427,77.60968779535388
GRID_12.97_77.62,grid,12.973081400721911,77.61924401246961
GRID_12.97_77.63,grid,12.972165256982299,77.62760448142781
GRID_12.97_77.64,grid,12.969850851438833,77.6406845895895
GRID_12.97_77.65,grid,12.97043379566521,77.64758168566345
GRID_12.97_77.66,grid,12.971386472277048,77.65808232698889
GRID_12.97_77.67,grid,12.9738068,77.67350815
GRID_12.97_77.68,grid,12.973391633333334,77.6772479
GRID_12.97_77.7,grid,12.968620753902266,77.70114612497116
GRID_12.97_77.71,grid,12.971546419687106,77.71194441374813
GRID_12.97_77.72,grid,12.966027628856624,77.71780480108893
GRID_12.97_77.73,grid,12.97072825,77.73023201666666
GRID_12.97_77.74,grid,12.968914588888888,77.73697437777778
GRID_12.97_77.75,grid,12.968337573910526,77.74968541019369
GRID_12.97_77.76,grid,12.968793564429724,77.75544575173693
GRID_12.98_77.48,grid,12.9848872,77.4828535
GRID_12.98_77.49,grid,12.976509299999998,77.48819453333333
GRID_12.98_77.51,grid,12.978851978378378,77.51103640810811
GRID_12.98_77.52,grid,12.980039327117703,77.51933700320447
GRID_12.98_77.53,grid,12.982531767311004,77.52925576414667
GRID_12.98_77.54,grid,12.980938809804538,77.536348825219
GRID_12.98_77.56,grid,12.975795432199533,77.55887079442296
GRID_12.98_77.57,grid,12.983670052173913,77.56788374347826
GRID_12.98_77.58,grid,12.978809615697676,77.58163294825582
GRID_12.98_77.6,grid,12.975668472185431,77.60155135761589
GRID_12.98_77.61,grid,12.982315039961069,77.61142804699666
GRID_12.98_77.62,grid,12.977170190523722,77.61923123024928
GRID_12.98_77.63,grid,12.978876603778344,77.62869914521781
GRID_12.98_77.64,grid,12.97901119579896,77.63990778844614
GRID_12.98_77.65,grid,12.979847225146198,77.65022597543859
GRID_12.98_77.66,grid,12.981077484020997,77.65699270314805
GRID_12.98_77.68,grid,12.983322804,77.67988701600001
GRID_12.98_77.69,grid,12.979632965093632,77.69449425280706
GRID_12.98_77.7,grid,12.978652590033535,77.6956770725469
GRID_12.98_77.71,grid,12.979418091237113,77.71036829329897
GRID_12.98_77.72,grid,12.979981587891965,77.72068423311185
GRID_12.98_77.73,grid,12.980977414285714,77.72829827142857
GRID_12.98_77.75,grid,12.981498013761467,77.75162563486238
GRID_12.98_77.77,grid,12.9834622125,77.768348675
GRID_12.99_77.45,grid,12.98863972,77.44879888
GRID_12.99_77.47,grid,12.988482504761905,77.47298836190477
GRID_12.99_77.48,grid,12.985924990721106,77.47878629070175
GRID_12.99_77.49,grid,12.986475319354838,77.48864053548387
GRID_12.99_77.5,grid,12.989641079281443,77.5018067672808
GRID_12.99_77.51,grid,12.989304339560439,77.50771355824176
GRID_12.99_77.52,grid,12.98722609525669,77.51957937937212
GRID_12.99_77.53,grid,12.9858642705736,77.52702822414396
GRID_12.99_77.54,grid,12.988750175,77.54290985
GRID_12.99_77.55,grid,12.9897697,77.5456881
GRID_12.99_77.56,grid,12.994081200000002,77.5635387
GRID_12.99_77.57,grid,12.990622984248333,77.57262878327347
GRID_12.99_77.58,grid,12.991047903225807,77.5759977935484
GRID_12.99_77.59,grid,12.992556024609375,77.59109175605468
GRID_12.99_77.6,grid,12.98940879062338,77.60034623024461
GRID_12.99_77.61,grid,12.990677105966894,77.60878863097561
GRID_12.99_77.62,grid,12.990668579276702,77.61728964408472
GRID_12.99_77.63,grid,12.99430303573944,77.62801216353793
GRID_12.99_77.64,grid,12.985673180000001,77.64437422
GRID_12.99_77.65,grid,12.991380519209939,77.65191252355667
GRID_12.99_77.66,grid,12.99339169049954,77.66240332037073
GRID_12.99_77.67,grid,12.992104799999998,77.66746061428572
GRID_12.99_77.68,grid,12.989615559999999,77.68070388
GRID_12.99_77.69,grid,12.989920683976582,77.68945407124016
GRID_12.99_77.7,grid,12.99441017505851,77.69976924320547
GRID_12.99_77.71,grid,12.988756907287325,77.71002086051739
GRID_12.99_77.72,grid,12.992675197916666,77.717627009375
GRID_12.99_77.73,grid,12.987503404661016,77.73387462245762
GRID_12.99_77.74,grid,12.987056746258503,77.73607077142857
GRID_12.99_77.75,grid,12.985792170526317,77.74597179999999
GRID_12.99_77.76,grid,12.993733561904762,77.75734433809524
GRID_12.9_77.45,grid,12.898018099999998,77.4529559
GRID_12.9_77.47,grid,12.9013385,77.46745385
GRID_12.9_77.51,grid,12.904153025,77.51204185
GRID_12.9_77.52,grid,12.9026833,77.5190814
GRID_12.9_77.53,grid,12.9042772,77.53124349999999
GRID_12.9_77.54,grid,12.9017575,77.54437315
GRID_12.9_77.56,grid,12.89948,77.5587867
GRID_12.9_77.57,grid,12.897539490123751,77.5711119340369
GRID_12.9_77.59,grid,12.900358155140188,77.5893464046729
GRID_12.9_77.6,grid,12.895282174074074,77.59923052839507
GRID_12.9_77.61,grid,12.898062058823529,77.60645880588235
GRID_12.9_77.62,grid,12.901462135161262,77.62296443839071
GRID_12.9_77.63,grid,12.900755973679487,77.63124567494684
GRID_12.9_77.64,grid,12.899680059840946,77.63855868132059
GRID_12.9_77.65,grid,12.900243158186711,77.64901458048934
GRID_12.9_77.66,grid,12.900134571794872,77.65976601538462
GRID_12.9_77.67,grid,12.899723,77.6748722
GRID_12.9_77.68,grid,12.899573188610386,77.67553171059443
GRID_12.9_77.69,grid,12.901421857142859,77.68854287142857
GRID_12.9_77.7,grid,12.903801095017636,77.70387653128162
GRID_12.9_77.71,grid,12.901306787096773,77.70898097419355
GRID_12.9_77.72,grid,12.896655932666667,77.720044262
GRID_13.01_77.48,grid,13.008380247368422,77.48426412105263
GRID_13.01_77.49,grid,13.014025631666668,77.49201588666666
GRID_13.01_77.5,grid,13.012190075,77.50482872500001
GRID_13.01_77.51,grid,13.010730074000001,77.506390124
GRID_13.01_77.53,grid,13.008735529850746,77.5276437814499
GRID_13.01_77.54,grid,13.009479617985612,77.54224147302158
GRID_13.01_77.55,grid,13.01175099404301,77.55371014683871
GRID_13.01_77.56,grid,13.008857324,77.55673444610527
GRID_13.01_77.57,grid,13.006951315854739,77.57045226303514
GRID_13.01_77.58,grid,13.007092317592592,77.57994972361111
GRID_13.01_77.59,grid,13.007395955932203,77.59271883305084
GRID_13.01_77.6,grid,13.010869284210527,77.59516337894738
GRID_13.01_77.61,grid,13.007798290909092,77.61301748636363
GRID_13.01_77.62,grid,13.00688680462963,77.62131327037038
GRID_13.01_77.63,grid,13.013028208450704,77.62644398591549
GRID_13.01_77.64,grid,13.00944950952381,77.63830821904762
GRID_13.01_77.65,grid,13.012424333333334,77.64761071111111
GRID_13.01_77.66,grid,13.009927829212549,77.65953765664041
GRID_13.01_77.67,grid,13.011927466666668,77.66839083333333
GRID_13.01_77.68,grid,13.00520889633658,77.68482692610088
GRID_13.01_77.69,grid,13.007213550671638,77.69048830261998
GRID_13.01_77.7,grid,13.00853972996253,77.69597298270608
GRID_13.01_77.71,grid,13.007659799999999,77.7111318
GRID_13.01_77.75,grid,13.0060866625,77.7514058375
GRID_13.01_77.76,grid,13.008644508849557,77.75834295398231
GRID_13.02_77.48,grid,13.0154999,77.4846445
GRID_13.02_77.49,grid,13.0152174,77.4870229
GRID_13.02_77.51,grid,13.0230362,77.51124490000001
GRID_13.02_77.52,grid,13.0233811,77.520801725
GRID_13.02_77.53,grid,13.018764896676737,77.53159845226587
GRID_13.02_77.54,grid,13.01898408016529,77.53921748347108
GRID_13.02_77.55,grid,13.018747146477583,77.55112968158963
GRID_13.02_77.56,grid,13.018269436277144,77.55759708554575
GRID_13.02_77.58,grid,13.023095236462277,77.58470699353232
GRID_13.02_77.59,grid,13.0220579012939,77.59131261330869
GRID_13.02_77.6,grid,13.02159761923077,77.59920213461538
GRID_13.02_77.61,grid,13.021238062857142,77.61288166285713
GRID_13.02_77.62,grid,13.019522700000001,77.618651275
GRID_13.02_77.63,grid,13.023204190909091,77.62982338181818
GRID_13.02_77.64,grid,13.022117409185599,77.63916037521675
GRID_13.02_77.65,grid,13.020300823421186,77.65060499736974
GRID_13.02_77.66,grid,13.021367052351103,77.65715162208807
GRID_13.02_77.67,grid,13.019994144444444,77.67446498888889
GRID_13.02_77.68,grid,13.021293980600309,77.678451684
GRID_13.02_77.69,grid,13.023319749999999,77.691100175
GRID_13.02_77.7,grid,13.019017966666667,77.70327020606061
GRID_13.02_77.71,grid,13.018578273076923,77.7087775923077
GRID_13.02_77.72,grid,13.023857670000002,77.71662518
GRID_13.02_77.76,grid,13.017543578378378,77.76195655675676
GRID_13.03_77.5,grid,13.0312747,77.50323167
GRID_13.03_77.51,grid,13.02768305625,77.51170503541667
GRID_13.03_77.52,grid,13.026897111111111,77.51933145294117
GRID_13.03_77.53,grid,13.032325064257027,77.53337058072289
GRID_13.03_77.54,grid,13.029212624410057,77.53923860108682
GRID_13.03_77.55,grid,13.028812605263157,77.54985778421053
GRID_13.03_77.56,grid,13.032814341089116,77.55900086553227
GRID_13.03_77.57,grid,13.028638109259258,77.57249247849002
GRID_13.03_77.58,grid,13.027638487411393,77.57810546454687
GRID_13.03_77.59,grid,13.031593231695556,77.58792562434873
GRID_13.03_77.61,grid,13.027443466666668,77.61051436666666
GRID_13.03_77.62,grid,13.033556794163424,77.62384081167315
GRID_13.03_77.63,grid,13.029549156565658,77.6288787060606
GRID_13.03_77.64,grid,13.030843645454546,77.63760115000001
GRID_13.03_77.66,grid,13.02816183685021,77.66302306450518
GRID_13.03_77.72,grid,13.026486195454545,77.72048106136364
GRID_13.03_77.73,grid,13.03442435862069,77.73378337931034
GRID_13.03_77.74,grid,13.0349199,77.7360125
GRID_13.03_77.75,grid,13.0282733,77.7507203
GRID_13.04_77.5,grid,13.037112585714286,77.5043846
GRID_13.04_77.51,grid,13.04041708034826,77.5138938756219
GRID_13.04_77.52,grid,13.039708836984687,77.51855996042403
GRID_13.04_77.53,grid,13.0420851875,77.527544825
GRID_13.04_77.54,grid,13.037680607692307,77.53550968076924
GRID_13.04_77.55,grid,13.043196590909092,77.55225407727272
GRID_13.04_77.56,grid,13.039630500000001,77.55911337647059
GRID_13.04_77.57,grid,13.037821995081966,77.57151156557377
GRID_13.04_77.58,grid,13.038717738888888,77.57775560185185
GRID_13.04_77.59,grid,13.035899075386217,77.58915421361779
GRID_13.04_77.6,grid,13.0425875,77.60138437142858
GRID_13.04_77.61,grid,13.041515908108108,77.61341035405405
GRID_13.04_77.62,grid,13.037468609009009,77.6230085945946
GRID_13.04_77.63,grid,13.037026408015038,77.62563403320988
GRID_13.04_77.64,grid,13.040014249999999,77.64126715
GRID_13.04_77.67,grid,13.0374375,77.6706057
GRID_13.04_77.73,grid,13.035022666666668,77.73448923333333
GRID_13.04_77.74,grid,13.035901494117647,77.73579886862746
GRID_13.04_77.75,grid,13.0443396,77.7486582
GRID_13.04_77.76,grid,13.044354,77.7605374
GRID_13.05_77.48,grid,13.054328670588236,77.48208012352941
GRID_13.05_77.49,grid,13.05135762320464,77.49084478285728
GRID_13.05_77.5,grid,13.04778539225,77.49977408316667
GRID_13.05_77.51,grid,13.047856270103093,77.507430895189
GRID_13.05_77.52,grid,13.04668846497608,77.52143765378706
GRID_13.05_77.53,grid,13.050728321658987,77.52600922764977
GRID_13.05_77.54,grid,13.049494390625,77.5410648953125
GRID_13.05_77.55,grid,13.050051060434782,77.55160854826086
GRID_13.05_77.56,grid,13.045777,77.55651132857143
GRID_13.05_77.57,grid,13.047636456886229,77.57311373712575
GRID_13.05_77.58,grid,13.047631684634146,77.57610700231707
GRID_13.05_77.59,grid,13.050785760443624,77.59295122402958
GRID_13.05_77.6,grid,13.04574826,77.60116106000001
GRID_13.05_77.62,grid,13.05278066,77.62071459
GRID_13.05_77.63,grid,13.047977615957446,77.62877304574468
GRID_13.05_77.64,grid,13.0473513,77.6444216
GRID_13.05_77.65,grid,13.05201485625,77.6460451
GRID_13.05_77.75,grid,13.045926317261904,77.75030918750001
GRID_13.05_77.76,grid,13.054034537878788,77.7624305060606
GRID_13.06_77.46,grid,13.060770322857143,77.46126350571429
GRID_13.06_77.47,grid,13.058073459210528,77.46919384736843
GRID_13.06_77.48,grid,13.056366581818184,77.47735614545455
GRID_13.06_77.5,grid,13.062086740000002,77.50376156
GRID_13.06_77.51,grid,13.056640643055555,77.50733909166667
GRID_13.06_77.52,grid,13.0591057,77.5198668
GRID_13.06_77.53,grid,13.055597753658537,77.53457118780487
GRID_13.06_77.54,grid,13.0557217,77.5353233
GRID_13.06_77.55,grid,13.057321547567568,77.54695945351352
GRID_13.06_77.56,grid,13.058718509090909,77.55913896363637
GRID_13.06_77.57,grid,13.063651941666668,77.57210118333333
GRID_13.06_77.58,grid,13.060511651629975,77.57816062433398
GRID_13.06_77.59,grid,13.06155912352622,77.59007049334042
GRID_13.06_77.6,grid,13.0590383,77.5990417
GRID_13.06_77.63,grid,13.057472833333334,77.62992773333333
GRID_13.06_77.65,grid,13.060710087333334,77.65106934933334
GRID_13.06_77.74,grid,13.060971416666668,77.74165616666666
GRID_13.06_77.76,grid,13.055179623999999,77.764519272
GRID_13.06_77.77,grid,13.056634575,77.767512025
GRID_13.07_77.44,grid,13.07092332,77.44358251999999
GRID_13.07_77.45,grid,13.067810025,77.44944453
GRID_13.07_77.5,grid,13.070675085714285,77.50353015714286
GRID_13.07_77.53,grid,13.068515409523808,77.53032900238095
GRID_13.07_77.55,grid,13.0664254,77.5524418
GRID_13.07_77.56,grid,13.070158263636364,77.55720614545454
GRID_13.07_77.57,grid,13.067859961111111,77.57079690555555
GRID_13.07_77.58,grid,13.068148129545454,77.58147164772727
GRID_13.07_77.59,grid,13.071008121621116,77.58842966218143
GRID_13.07_77.6,grid,13.072275786666667,77.60339406
GRID_13.07_77.61,grid,13.071754700000001,77.60667333636364
GRID_13.07_77.62,grid,13.070089285714287,77.62237517142857
GRID_13.07_77.63,grid,13.070272051149425,77.63099281954023
GRID_13.07_77.64,grid,13.069418883333334,77.63826348333333
GRID_13.07_77.65,grid,13.072901866666667,77.65159543333333
GRID_13.08_77.5,grid,13.080265966666667,77.50247728333333
GRID_13.08_77.55,grid,13.081772723452255,77.54838813573978
GRID_13.08_77.56,grid,13.079626118518517,77.5591943851852
GRID_13.08_77.58,grid,13.0829831,77.58193426666668
GRID_13.08_77.59,grid,13.07789302,77.5926955
GRID_13.08_77.63,grid,13.081912705555556,77.63434393888889
GRID_13.08_77.64,grid,13.083567150847458,77.63748976440678
GRID_13.09_77.49,grid,13.085736966666667,77.48699253809524
GRID_13.09_77.56,grid,13.088033,77.55594049999999
GRID_13.09_77.58,grid,13.094232646153845,77.5812000076923
GRID_13.09_77.59,grid,13.093649192857143,77.59421949183672
GRID_13.09_77.6,grid,13.093661038461537,77.5976898076923
GRID_13.09_77.63,grid,13.0850077,77.6348042
GRID_13.09_77.64,grid,13.087477931578947,77.63524517894737
GRID_13.0_77.48,grid,13.0008363,77.4819575
GRID_13.0_77.49,grid,12.999629016326532,77.48872178979592
GRID_13.0_77.52,grid,12.998770103333333,77.52398221333333
GRID_13.0_77.53,grid,13.001913362987164,77.52635384639399
GRID_13.0_77.54,grid,13.00049922424088,77.53638290196052
GRID_13.0_77.56,grid,12.99663009876325,77.56270722173144
GRID_13.0_77.57,grid,12.999157963081146,77.57067657143307
GRID_13.0_77.58,grid,12.998645675586854,77.58141189342723
GRID_13.0_77.59,grid,13.002020390410959,77.59332524931507
GRID_13.0_77.6,grid,12.999948330939228,77.59758635359117
GRID_13.0_77.61,grid,12.997784809367397,77.61218897925791
GRID_13.0_77.62,grid,12.998891192227978,77.61948345569948
GRID_13.0_77.63,grid,13.000737005710198,77.62897579377871
GRID_13.0_77.64,grid,13.003018333333332,77.63520615
GRID_13.0_77.65,grid,12.995055683333334,77.653564375
GRID_13.0_77.66,grid,13.003420825373135,77.66231537313433
GRID_13.0_77.67,grid,12.996406084503095,77.66879607077169
GRID_13.0_77.68,grid,13.000496497096663,77.67730860277838
GRID_13.0_77.69,grid,12.996998279039644,77.69257045415564
GRID_13.0_77.7,grid,12.995375450421525,77.6963883122724
GRID_13.0_77.71,grid,13.00442156304348,77.7109514173913
GRID_13.0_77.72,grid,13.003173195918366,77.72269496734694
GRID_13.0_77.76,grid,13.003076726527182,77.75711186573155
GRID_13.11_77.58,grid,13.112243488888888,77.57976052222222
GRID_13.11_77.6,grid,13.107983380952382,77.60266978333333
GRID_13.11_77.61,grid,13.1135136,77.60627086
GRID_13.11_77.63,grid,13.1144957,77.6341878
GRID_13.12_77.58,grid,13.116791714285714,77.57797484642857
GRID_13.12_77.61,grid,13.12090222142857,77.61108189214285
GRID_13.12_77.62,grid,13.121431866666667,77.61987350208334
GRID_13.12_77.63,grid,13.121563367142857,77.63098209977679
GRID_13.13_77.57,grid,13.1302696,77.5717626
GRID_13.14_77.62,grid,13.14355344074074,77.61783713055556
GRID_13.15_77.62,grid,13.14958193125,77.6191705125
GRID_13.16_77.6,grid,13.160785872727272,77.59562729999999
GRID_13.16_77.63,grid,13.161317013043478,77.62658301304349
GRID_13.16_77.64,grid,13.1628009,77.6448425
GRID_13.17_77.73,grid,13.174255,77.7282783
GRID_13.18_77.64,grid,13.175973731578948,77.63583603157895
GRID_13.18_77.68,grid,13.184044065363398,77.67998424357705
GRID_13.18_77.69,grid,13.184081930927835,77.68790758041237
GRID_13.18_77.7,grid,13.1820686,77.6958299
GRID_13.19_77.64,grid,13.188208571428572,77.64311277142858
GRID_13.19_77.65,grid,13.1912518608,77.64623554427587
GRID_13.19_77.67,grid,13.1897037,77.6741922
GRID_13.19_77.68,grid,13.18736892340802,77.68032602824292
GRID_13.19_77.69,grid,13.194750225,77.69061565
GRID_13.19_77.7,grid,13.194268742857144,77.69883155000001
GRID_13.19_77.71,grid,13.1946852,77.7078466
GRID_13.1_77.56,grid,13.097715485714286,77.56373505714285
GRID_13.1_77.57,grid,13.098220407017543,77.57027073859649
GRID_13.1_77.58,grid,13.09892656644737,77.57968609934211
GRID_13.1_77.59,grid,13.09954007615894,77.58855181324503
GRID_13.1_77.6,grid,13.09731581945795,77.59935528704435
GRID_13.1_77.61,grid,13.104051049999999,77.61421225000001
GRID_13.1_77.63,grid,13.101616633333334,77.6316221
GRID_13.23_77.69,grid,13.2302231,77.6933171
GRID_13.24_77.7,grid,13.2421686,77.70413555
GRID_13.24_77.71,grid,13.244505620408162,77.71327729387755
GRID_13.24_77.72,grid,13.244062833333333,77.7157889
GRID_13.25_77.71,grid,13.245638916666667,77.71234053611111
GRID_13.25_77.72,grid,13.248486729411765,77.71559784117646
GRID_13.26_77.71,grid,13.257282400000001,77.71231025
GRID_13.26_77.72,grid,13.2593659,77.71777902
GRID_13.27_77.72,grid,13.266818,77.7192361
GRID_13.29_77.53,grid,13.293684372967755,77.53250753446538
GRID_13.2_77.66,grid,13.201357083333333,77.6620922
GRID_13.2_77.67,grid,13.19835,77.6705883
GRID_13.2_77.68,grid,13.19948992,77.67934608
GRID_13.2_77.69,grid,13.19841726,77.68934537999999
GRID_13.2_77.7,grid,13.197684744827585,77.7036875724138
GRID_13.2_77.71,grid,13.197340155172414,77.70729611724137
